Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
UNTR,United Tractors Tbk.,1989-09-19,3730135136.0,Utama,Industrials,24975,93160125021600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
UNVR,Unilever Indonesia Tbk.,1982-01-11,38150000000.0,Utama,Consumer Non-Cyclicals,4760,181594000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
URBN,Urban Jakarta Propertindo Tbk.,2018-12-10,3232122640.0,Pengembangan,Properties & Real Estate,157,507443254480.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-12-10,2023-01-06
UVCR,Trimegah Karya Pratama Tbk.,2021-07-27,2000075630.0,Akselerasi,Technology,118,236008924340.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-07-27 09:00:00,2023-01-06 15:00:00,2021-07-27,2023-01-06
VICI,Victoria Care Indonesia Tbk.,2020-12-17,6708000000.0,Utama,Consumer Non-Cyclicals,488,3273504000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-12-17 09:00:00,2023-01-06 15:00:00,2020-12-17,2023-01-06
VICO,Victoria Investama Tbk.,2013-07-08,9150094680.0,Utama,Financials,148,1354214012640.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-07-08,2023-01-06
VINS,Victoria Insurance Tbk.,2015-09-28,1460573616.0,Pengembangan,Financials,133,194256290928.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-09-28,2023-01-06
VIVA,Visi Media Asia Tbk.,2011-11-21,16464270400.0,Utama,Consumer Cyclicals,50,823213520000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-11-21,2023-01-06
VOKS,Voksel Electric Tbk.,1990-12-20,4155602595.0,Utama,Industrials,136,565161952920.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
VRNA,Verena Multi Finance Tbk.,2008-06-25,5687353997.0,Pengembangan,Financials,99,563048045703.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-06-25,2023-01-06
VTNY,Venteny Fortuna International ,2022-12-15 00:00:00,6265193445.0,Pengembangan,Financials,444,2781745889580.0,2022-12-15 09:00:00,2023-01-06 15:59:00,2022-12-15 09:00:00,2023-01-06 15:00:00,2022-12-15,2023-01-06
WAPO,Wahana Pronatural Tbk.,2001-06-22,1240923111.0,Pengembangan,Consumer Non-Cyclicals,212,263075699532.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-06-22,2023-01-06
WEGE,Wijaya Karya Bangunan Gedung T,2017-11-30,9572000000.0,Utama,Infrastructures,139,1330508000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-11-30,2023-01-06
WEHA,WEHA Transportasi Indonesia Tb,2007-05-31,886411265.0,Utama,Transportation & Logistic,107,94846005355.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-05-31,2023-01-06
WGSH,Wira Global Solusi Tbk.,2021-12-06,1042500000.0,Akselerasi,Technology,140,145950000000.0,2021-12-06 09:00:00,2023-01-06 15:59:00,2021-12-06 09:00:00,2023-01-06 15:00:00,2021-12-06,2023-01-06
WICO,Wicaksana Overseas Internation,1994-08-08,1268950977.0,Pengembangan,Consumer Non-Cyclicals,378,479663469306.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
WIFI,Solusi Sinergi Digital Tbk.,2020-12-30,2050292287.0,Pengembangan,Consumer Cyclicals,131,268588289597.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-12-30 09:00:00,2023-01-06 15:00:00,2020-12-30,2023-01-06
WIIM,Wismilak Inti Makmur Tbk.,2012-12-18,2099873760.0,Utama,Consumer Non-Cyclicals,630,1322920468800.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-12-18,2023-01-06
WIKA,Wijaya Karya (Persero) Tbk.,2007-10-29,8969951372.0,Utama,Infrastructures,765,6862012799580.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-10-29,2023-01-06
WINR,Winner Nusantara Jaya Tbk.,2022-04-25,5235200000.0,Utama,Properties & Real Estate,50,261760000000.0,2022-04-25 09:00:00,2023-01-06 15:59:00,2022-04-25 09:00:00,2023-01-06 15:00:00,2022-04-25,2023-01-06
WINS,Wintermar Offshore Marine Tbk.,2010-11-29,4346087057.0,Utama,Energy,282,1225596550074.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-11-29,2023-01-06
WIRG,WIR ASIA Tbk.,2022-04-04,11919159000.0,Pengembangan,Technology,109,1299188331000.0,2022-04-04 09:00:00,2023-01-06 15:59:00,2022-04-04 09:00:00,2023-01-06 15:00:00,2022-04-04,2023-01-06
WMPP,Widodo Makmur Perkasa Tbk.,2021-12-06,29419000000.0,Utama,Consumer Non-Cyclicals,71,2088749000000.0,2021-12-06 09:00:00,2023-01-06 15:59:00,2021-12-06 09:00:00,2023-01-06 15:00:00,2021-12-06,2023-01-06
WMUU,Widodo Makmur Unggas Tbk.,2021-02-02,12941176500.0,Utama,Consumer Non-Cyclicals,62,802352943000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-02-02 09:00:00,2023-01-06 15:00:00,2021-02-02,2023-01-06
WOMF,Wahana Ottomitra Multiartha Tb,2004-12-13,3481481480.0,Utama,Financials,256,891259258880.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-12-13,2023-01-06
WOOD,Integra Indocabinet Tbk.,2017-06-21,6362500000.0,Utama,Consumer Cyclicals,342,2175975000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-06-21,2023-01-06
WOWS,Ginting Jaya Energi Tbk.,2019-11-08,2475720000.0,Pengembangan,Energy,50,123786000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-11-08,2023-01-06
WSBP,Waskita Beton Precast Tbk.,2016-09-20,26361157534.0,Utama,Basic Materials,95,2504309965730.0,2021-11-01 09:00:00,2022-02-04 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2016-09-20,2023-01-06
WSKT,Waskita Karya (Persero) Tbk.,2012-12-19,28806807016.0,Utama,Infrastructures,350,10082382455600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-12-19,2023-01-06
WTON,Wijaya Karya Beton Tbk.,2014-04-08,8715466600.0,Utama,Basic Materials,184,1603645854400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-04-08,2023-01-06
YELO,Yelooo Integra Datanet Tbk.,2018-10-29,1912774405.0,Pengembangan,Consumer Cyclicals,56,107115366680.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-10-29,2023-01-06
YPAS,Yanaprima Hastapersada Tbk,2008-03-05,668000089.0,Pengembangan,Basic Materials,650,434200057850.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-03-05,2023-01-06
YULE,Yulie Sekuritas Indonesia Tbk.,2004-12-10,1785000000.0,Pengembangan,Financials,2230,3980550000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-12-10,2023-01-06
ZATA,Bersama Zatta Jaya Tbk.,2022-11-10 00:00:00,8496000000.0,Utama,Consumer Cyclicals,112,951552000000.0,2022-11-10 09:00:00,2023-01-06 15:59:00,2022-11-10 09:00:00,2023-01-06 15:00:00,2022-11-11,2023-01-06
ZBRA,Dosni Roha Indonesia Tbk.,1991-08-01,2510706263.0,Pengembangan,Industrials,540,1355781382020.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
ZINC,Kapuas Prima Coal Tbk.,2017-10-16,25250000000.0,Pengembangan,Basic Materials,50,1262500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-10-16,2023-01-06
ZONE,Mega Perintis Tbk.,2018-12-12,870171478.0,Pengembangan,Consumer Cyclicals,1205,1048556630990.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-12-12,2023-01-06
ZYRX,Zyrexindo Mandiri Buana Tbk.,2021-03-30,1333333350.0,Pengembangan,Technology,310,413333338500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-03-30 09:00:00,2023-01-06 15:00:00,2021-03-30,2023-01-06
